short_name,position,overall,wage_eur,age,height_cm,weight_kg,club_name,nationality_name
Ł. Sekulski,Offense,63,2000.0,30,187,78,Wisła Płock,Poland
J. Arrascaita,Midfield,65,500.0,27,175,62,Club The Strongest,Bolivia
O. Sail,GoalKeeper,67,1000.0,25,194,80,Wellington Phoenix,New Zealand
R. Ducan,GoalKeeper,59,500.0,20,192,82,CS Mioveni,Romania
D. Pines,Defense,69,3000.0,23,196,91,D.C. United,United States
Y. Toyokawa,Offense,67,4000.0,26,171,64,Cerezo Osaka,Japan
S. Romero,Offense,76,17000.0,32,177,76,Club Atlético Independiente,Argentina
Capa,Defense,80,32000.0,29,175,75,Athletic Club de Bilbao,Spain
Lim Sang Hyub,Midfield,64,2000.0,32,180,73,Pohang Steelers,Korea Republic
A. Sauthier,Defense,68,7000.0,30,185,75,Servette FC,Switzerland
C. Măgureanu,Midfield,55,800.0,21,181,74,FC Dinamo 1948 Bucureşti,Romania
M. Malaeka,GoalKeeper,66,2000.0,35,185,82,Al Faisaly,Saudi Arabia
A. Abdugheni,Defense,59,1000.0,23,185,75,Shijiazhuang Ever Bright F.C.,China PR
S. Appelkamp,Midfield,69,9000.0,20,175,70,Fortuna Düsseldorf,Japan
L. Walker,GoalKeeper,57,1000.0,31,196,80,Milton Keynes Dons,England
A. Caci,Defense,74,16000.0,24,186,74,RC Strasbourg Alsace,France
T. Reijnders,Midfield,67,3000.0,22,185,73,AZ Alkmaar,Netherlands
Bressan,Defense,70,5000.0,28,182,74,FC Dallas,Brazil
A. Poulsen,Defense,65,5000.0,21,188,80,FC Ingolstadt 04,Denmark
N. Radoja,Midfield,75,26000.0,28,186,77,Levante Unión Deportiva,Serbia
Reinildo,Defense,78,34000.0,27,180,73,LOSC Lille,Mozambique
J. Insaurralde,Defense,73,8000.0,36,188,87,Club Atlético Independiente,Argentina
De Gea,GoalKeeper,84,120000.0,30,192,82,Manchester United,Spain
W. Pulisic,GoalKeeper,53,800.0,23,180,77,Austin FC,United States
C. Bombo,Defense,57,2000.0,22,183,67,ESTAC Troyes,France
D. Horkaš,GoalKeeper,64,500.0,22,189,77,Dinamo Zagreb,Croatia
W. Biedrzycki,Defense,63,2000.0,23,189,74,Bruk-Bet Termalica Nieciecza,Poland
L. López,Defense,76,16000.0,31,193,80,Boca Juniors,Argentina
I. Ouchi,GoalKeeper,58,500.0,20,184,79,Yokohama FC,Japan
K. Chauke,Midfield,58,3000.0,18,177,65,Southampton,England
D. Mayor,Midfield,66,5000.0,30,183,76,Plymouth Argyle,England
Borja Sánchez,Midfield,73,9000.0,25,185,80,Real Oviedo,Spain
N. Meetei,Midfield,53,500.0,19,163,55,Chennaiyin FC,India
D. Zagadou,Defense,78,42000.0,22,196,90,Borussia Dortmund,France
S. Babkin,Midfield,62,3000.0,18,176,62,FC Lokomotiv Moscow,Russia
Sergi Palencia,Defense,73,21000.0,25,172,68,CD Leganés,Spain
C. Moisie,Defense,57,900.0,21,188,79,Campionii FC Arges,Romania
P. Brough,Defense,63,2000.0,25,191,74,Barrow,England
L. Mothiba,Offense,71,16000.0,25,182,76,RC Strasbourg Alsace,South Africa
F. Konaté,Defense,64,2000.0,20,172,68,Futebol Clube de Famalicão,Mali
J. Aude,Defense,65,1000.0,18,180,65,Club Atlético Lanús,Argentina
Caio Padricio,GoalKeeper,69,6000.0,29,186,79,Atlético Clube Goianiense,Brazil
A. Gouiri,Midfield,78,29000.0,21,180,72,OGC Nice,France
M. Mitsuta,Midfield,58,2000.0,21,170,62,Sanfrecce Hiroshima,Japan
L. Bell Bell,Defense,63,900.0,24,180,74,1. FC Magdeburg,Cameroon
J. Mårtensson,Midfield,63,1000.0,32,180,75,Örebro SK,Sweden
I. Panțîru,Defense,69,7000.0,25,179,74,FCSB (Steaua),Romania
A. Robertson,Defense,87,175000.0,27,178,64,Liverpool,Scotland
D. Musto,Defense,72,850.0,34,182,80,Club Atlético Peñarol,Argentina
F. Melegoni,Midfield,62,7000.0,22,186,74,Genoa,Italy
K. Rad,Defense,56,900.0,20,180,74,Sporting Kansas City,United States
J. Gorenc Stanković,Defense,73,16000.0,25,190,78,SK Sturm Graz,Slovenia
M. Pellegrini,Midfield,69,3000.0,21,176,71,Estudiantes de La Plata,Argentina
C. Wallem,Offense,57,800.0,21,180,74,Odds BK,Norway
A. Abibi,GoalKeeper,56,500.0,24,195,89,Dundalk FC,Albania
J. Cabrera,Midfield,71,10000.0,29,169,64,Argentinos Juniors,Uruguay
L. Beltrán,Offense,63,2000.0,20,176,77,Club Atlético Colón,Argentina
S. Thangmuansang,Defense,53,500.0,22,174,70,Odisha FC,India
H. Boudaoui,Defense,75,21000.0,21,175,61,OGC Nice,Algeria
A. Vranckx,Defense,67,6000.0,18,183,78,VfL Wolfsburg,Belgium
M. de Iriondo,Defense,63,2000.0,28,179,75,Grenoble Foot 38,Argentina
A. Dønnum,Offense,69,8000.0,23,179,73,Standard de Liège,Norway
A. Plea,Offense,79,38000.0,28,181,79,Borussia Mönchengladbach,France
Óscar Gil,Defense,72,11000.0,23,173,70,RCD Espanyol de Barcelona,Spain
J. Gallardo,Defense,75,38000.0,26,176,73,CF Monterrey,Mexico
Y. Koide,Defense,65,1000.0,26,180,75,Oita Trinita,Japan
N. Sandberg,Midfield,67,2000.0,26,183,73,FK Haugesund,Norway
L. Ritzka,Defense,66,5000.0,23,182,78,FC St. Pauli,Germany
A. Elogo,Midfield,66,2000.0,26,179,72,Valenciennes FC,Cameroon
N. Zanellato,Defense,63,2000.0,23,187,80,Crotone,Italy
Cho Young Wook,Midfield,64,1000.0,22,178,73,FC Seoul,Korea Republic
F. Galván,Offense,59,2000.0,21,190,83,San Lorenzo de Almagro,Argentina
B. Djimsiti,Defense,79,51000.0,28,190,83,Atalanta,Albania
An Hyeon Beom,Defense,69,4000.0,26,179,74,Jeju United FC,Korea Republic
L. Rojas,Midfield,57,1000.0,19,180,82,Crotone,Chile
J. Maja,Offense,72,17000.0,22,181,77,FC Girondins de Bordeaux,Nigeria
M. Kleinsorge,Midfield,64,1000.0,25,170,69,1. FC Kaiserslautern,Germany
N. Ngoy,Defense,57,700.0,18,185,75,Standard de Liège,Belgium
T. Schwede,Defense,63,2000.0,27,182,73,F.C. Hansa Rostock,Germany
Cacá,Defense,67,1000.0,22,187,77,Tokushima Vortis,Brazil
C. Hargreaves,Midfield,56,2000.0,22,178,70,Bristol Rovers,England
T. Okamoto,Defense,65,1000.0,29,175,73,Shonan Bellmare,Japan
Í. Ávila,Offense,66,500.0,30,170,70,Club Sporting Cristal,Peru
Leandro Pestanha,Defense,67,5000.0,25,185,76,Cuiabá,Brazil
J. Maxted,GoalKeeper,61,3000.0,27,183,90,Northampton Town,England
K. Manolas,Defense,83,80000.0,30,189,83,Napoli,Greece
M. Wilks,Midfield,69,6000.0,22,185,73,Hull City,England
E. Salles,GoalKeeper,65,1000.0,27,187,78,Grenoble Foot 38,France
J. Gauci,GoalKeeper,58,500.0,20,194,81,Adelaide United,Australia
M. Samoise,Midfield,65,3000.0,19,180,70,KAA Gent,Belgium
Y. Eteki,Defense,75,17000.0,23,182,76,Granada CF,Cameroon
U. Fredriksen,Defense,62,750.0,22,189,89,FK Haugesund,Norway
J. Murillo,Defense,77,20000.0,29,184,78,RC Celta de Vigo,Colombia
E. Kratzer,Defense,56,2000.0,21,178,66,SpVgg Greuther Fürth,Germany
A. Ömür,Midfield,74,22000.0,22,168,70,Trabzonspor,Turkey
P. Olkowski,Defense,70,8000.0,31,184,76,Gazişehir Gaziantep F.K.,Poland
Sequeira,Defense,78,16000.0,30,184,79,SC Braga,Portugal
P. Mancilla,Midfield,63,500.0,28,170,59,Club Social y Deportivo Macará,Ecuador
Pedro Lubamba,Offense,55,1000.0,18,167,63,Royale Union Saint-Gilloise,Angola
F. Lakenmacher,Offense,59,500.0,21,188,75,TSV Havelse,Germany
K. Barnawi,Defense,60,2000.0,34,168,64,Abha Club,Saudi Arabia
A. Fletcher,Offense,69,24000.0,25,188,78,Watford,England
M. Brozović,Defense,84,130000.0,28,181,68,Inter,Croatia
M. Al Mufarrij,Defense,61,5000.0,24,182,70,Al Hilal,Saudi Arabia
R. Guerreiro,Defense,84,79000.0,27,170,71,Borussia Dortmund,Portugal
J. Moya,Defense,67,5000.0,28,185,77,Club Atlético Huracán,Colombia
A. Cannon,Midfield,65,4000.0,25,176,74,Hull City,England
P. Abrahamsson,GoalKeeper,68,2000.0,32,190,90,BK Häcken,Sweden
Heriberto Tavares,Midfield,70,6000.0,24,181,66,Futebol Clube de Famalicão,Portugal
M. Đuričin,Midfield,67,8000.0,28,183,78,FK Austria Wien,Austria
Charles,GoalKeeper,70,3000.0,27,186,80,FC Vizela,Brazil
E. Burgos,Defense,70,7000.0,29,190,80,SD Eibar,Argentina
T. Silverholt,Offense,55,550.0,20,181,73,Mjällby AIF,Sweden
E. Palacios,Midfield,77,41000.0,22,177,67,Bayer 04 Leverkusen,Argentina
R. Métanire,Defense,72,6000.0,31,178,72,Minnesota United FC,Madagascar
N. Vidrio,Defense,65,3000.0,32,182,75,Mazatlán Futbol Club,Mexico
Aketxe,Midfield,71,8000.0,27,174,69,SD Eibar,Spain
H. Herrera,Midfield,81,63000.0,31,185,78,Atlético de Madrid,Mexico
H. Lamberti,Defense,68,4000.0,37,172,70,Platense,Argentina
A. Sigurðsson,Midfield,71,24000.0,22,177,75,Venezia FC,Iceland
J. Consbruch,Defense,59,2000.0,19,174,62,Eintracht Braunschweig,Germany
N. Veloso,GoalKeeper,67,1000.0,34,181,80,Club Deportivo Palestino,Chile
Fabio González,Defense,68,3000.0,24,176,69,Unión Deportiva Las Palmas,Spain
Lee Chang Geun,GoalKeeper,67,2000.0,27,186,75,Jeju United FC,Korea Republic
F. Rohner,Midfield,62,3000.0,22,178,68,FC Zürich,Switzerland
M. Townsend-West,Defense,52,500.0,18,182,75,Stevenage,England
M. Inoha,Defense,64,850.0,35,179,74,Yokohama FC,Japan
L. Torres,Defense,64,3000.0,24,178,70,Club Atlético Central Córdoba,Argentina
Z. Vanheusden,Defense,74,43000.0,21,187,78,Genoa,Belgium
R. Tincu,Defense,63,3000.0,33,185,80,Sepsi OSK Sf. Gheorghe,Romania
A. Conti,Defense,76,32000.0,27,184,76,AC Milan,Italy
J. Phojo,Defense,60,3000.0,28,178,71,Clermont Foot 63,France
Edu Expósito,Midfield,76,10000.0,24,179,67,SD Eibar,Spain
T. Uskok,Defense,60,800.0,30,196,83,Macarthur FC,Australia
H. Opdal,GoalKeeper,64,650.0,39,188,91,SK Brann,Norway
B. Popovic,Defense,61,1000.0,21,189,75,KSV Cercle Brugge,Serbia
J. Andrews,Offense,55,2000.0,19,191,90,Rochdale,England
J. Martínez,Offense,80,14000.0,28,170,69,Atlanta United,Venezuela
E. Katayama,Defense,63,1000.0,29,180,77,Shimizu S-Pulse,Japan
V. Hladký,GoalKeeper,66,3000.0,30,189,80,Ipswich Town,Czech Republic
C. Whelan,Midfield,62,2000.0,22,176,70,Oldham Athletic,England
Cristiano Ronaldo,Offense,91,270000.0,36,187,83,Manchester United,Portugal
David Goldar,Defense,68,3000.0,26,182,77,UD Ibiza,Spain
T. Roberts,Midfield,73,47000.0,22,180,75,Leeds United,Wales
Morillas,Defense,65,2000.0,34,186,75,UD Ibiza,Spain
L. Schulz,GoalKeeper,56,500.0,18,198,80,SpVgg Greuther Fürth,Finland
H. Sulte,GoalKeeper,56,500.0,19,201,88,Portland Timbers,United States
J. Bay,Defense,66,4000.0,28,179,79,Club Atlético Central Córdoba,Argentina
M. Kamenz,GoalKeeper,60,500.0,22,187,80,FSV Zwickau,Germany
D. Morgan,Midfield,59,1000.0,26,173,68,Accrington Stanley,Northern Ireland
N. Sundberg,Defense,67,2000.0,25,187,84,Östersunds FK,Gambia
H. Badstuber,Defense,67,5000.0,32,189,83,FC Luzern,Germany
M. Al Najrani,Midfield,59,5000.0,28,173,72,Ettifaq FC,Saudi Arabia
He Zhenyu,Midfield,55,2000.0,20,180,73,Beijing Guoan FC,China PR
Murilo Henrique,Midfield,69,3000.0,26,177,76,Suwon FC,Brazil
D. Finlayson,Defense,53,800.0,20,191,83,St. Mirren,Northern Ireland
M. Kuster,GoalKeeper,67,4000.0,27,194,90,Karlsruher SC,Austria
S. Jamieson,Defense,66,4000.0,32,177,71,Melbourne City FC,Australia
F. Monzón,Offense,64,3000.0,20,185,79,Platense,Argentina
J. Bertilsson,Offense,65,1000.0,33,177,68,Degerfors IF,Sweden
K. Hinokio,Midfield,61,1000.0,20,166,60,PGE FKS Stal Mielec,Japan
C. Baumgartner,Midfield,78,27000.0,21,180,73,TSG Hoffenheim,Austria
M. Delanghe,GoalKeeper,63,2000.0,20,189,83,PSV,Belgium
B. Alcócer,Offense,60,500.0,17,175,72,AC Mineros de Guayana,Venezuela
J. Sala,Defense,70,10000.0,29,181,75,Spezia,Italy
L. Abergel,Defense,75,18000.0,28,170,65,FC Lorient,France
E. Orrantia,Defense,68,8000.0,30,176,63,Santos Laguna,Mexico
D. Fofana,Offense,63,700.0,18,181,82,Molde FK,Côte d'Ivoire
Á. Szalai,Offense,71,17000.0,33,193,93,1. FSV Mainz 05,Hungary
S. Tamayo,Midfield,58,500.0,18,165,65,Club Independiente Santa Fe,Colombia
R. Saïd,Midfield,61,2000.0,21,178,73,Stade Brestois 29,Comoros
N. Camacho,Midfield,75,1000.0,33,175,68,Club Olimpia,Paraguay
G. Larsonneur,GoalKeeper,76,12000.0,24,181,70,Stade Brestois 29,France
J. Idzes,Defense,62,1000.0,21,190,78,Go Ahead Eagles,Netherlands
S. Ay,Defense,68,6000.0,29,184,80,Çaykur Rizespor,Turkey
R. Piccoli,Offense,67,12000.0,20,183,78,Atalanta,Italy
O. Norburn,Defense,65,4000.0,28,185,82,Peterborough United,Grenada
Gilberto,Defense,74,12000.0,28,181,76,SL Benfica,Brazil
C. Schindler,Defense,72,9000.0,31,188,77,1. FC Nürnberg,Germany
L. Marić,GoalKeeper,56,500.0,18,194,85,SK Sturm Graz,Austria
Mama Baldé,Midfield,75,19000.0,25,176,69,ESTAC Troyes,Guinea Bissau
J. Geria,Defense,63,2000.0,28,184,75,Melbourne Victory,Australia
C. Fierro,Midfield,67,3000.0,26,175,73,San Jose Earthquakes,Mexico
P. Digby,Defense,64,2000.0,26,195,70,Cambridge United,England
A. De Bruyn,Midfield,67,8000.0,27,177,69,KAA Gent,Belgium
P. Cherrie,GoalKeeper,57,500.0,37,188,76,Dundalk FC,Scotland
Marcelo Grohe,GoalKeeper,76,27000.0,34,188,81,Al Ittihad,Brazil
N. Freeman,Midfield,64,2000.0,25,180,78,Wycombe Wanderers,England
B. Ideye,Offense,68,7000.0,32,181,78,Göztepe SK,Nigeria
A. Caia,Offense,54,800.0,18,178,70,FC Botoşani,Romania
D. Gayle,Offense,73,33000.0,30,174,78,Newcastle United,England
B. Villacis,Defense,57,500.0,22,185,79,Club Social y Deportivo Macará,Ecuador
G. Poussin,GoalKeeper,67,5000.0,22,184,85,FC Girondins de Bordeaux,France
M. Marega,Offense,77,42000.0,30,183,83,Al Hilal,Mali
J. Steuckers,Midfield,59,1000.0,19,175,70,Sint-Truidense VV,Belgium
B. Benamar,Defense,65,3000.0,24,191,85,FC Utrecht,Morocco
Đăng Văn Lâm,GoalKeeper,64,2000.0,27,188,88,Cerezo Osaka,Vietnam
J. Cardona,Midfield,67,6000.0,26,170,64,Guangzhou City,Colombia
Jon Morcillo,Midfield,73,18000.0,22,183,72,Athletic Club de Bilbao,Spain
A. De Sart,Midfield,70,10000.0,24,180,66,Oud-Heverlee Leuven,Belgium
Leândro,Defense,65,900.0,37,183,77,Górnik Łęczna,Brazil
L. Sigali,Defense,75,17000.0,34,181,74,Racing Club,Argentina
R. Vanegas,Midfield,67,950.0,28,176,72,Deportivo Pasto,Colombia
J. Quintero,Midfield,79,17000.0,28,169,65,Shenzhen FC,Colombia
D. Butterworth,Offense,64,8000.0,21,178,65,Blackburn Rovers,England
G. Töre,Offense,71,28000.0,29,176,70,Beşiktaş JK,Turkey
Y. Hiraoka,Defense,67,1000.0,35,183,72,Vegalta Sendai,Japan
Miki Villar,Midfield,63,2000.0,24,180,75,UD Ibiza,Spain
R. Jackson,Defense,65,3000.0,30,175,65,Gillingham,England
C. Corvalán,Defense,70,7000.0,32,179,78,Unión de Santa Fe,Argentina
S. Øverby,Defense,54,600.0,22,179,64,Mjøndalen IF,Norway
T. Hayakawa,GoalKeeper,56,1000.0,22,187,81,Kashima Antlers,Japan
P. Sturm,Midfield,61,1000.0,22,176,71,TSV Egger Glas Hartberg,Austria
E. Velasco,Defense,70,2000.0,29,179,78,Junior FC,Colombia
D. Cardoso,Defense,69,500.0,32,184,78,Kaizer Chiefs,South Africa
A. Godoy,Defense,71,5000.0,31,183,82,Nashville SC,Panama
R. Bertrand,Defense,76,70000.0,31,179,85,Leicester City,England
Rui Silva,GoalKeeper,81,24000.0,27,191,91,Real Betis Balompié,Portugal
M. de Roon,Defense,82,59000.0,30,185,76,Atalanta,Netherlands
F. Caputo,Offense,78,38000.0,33,181,74,U.C. Sampdoria,Italy
P. Osterhage,Defense,59,3000.0,21,183,73,VfL Bochum 1848,Germany
N. Fekir,Midfield,84,42000.0,27,173,75,Real Betis Balompié,France
M. Viti,Defense,64,5000.0,19,190,81,Empoli,Italy
S. Wangberg,Defense,66,1000.0,30,188,85,Stabæk Fotball,Norway
F. Hinestroza,Midfield,72,3000.0,31,178,70,Junior FC,Colombia
D. Gissi,Defense,66,4000.0,30,192,83,Unión de Santa Fe,Switzerland
Víctor Gómez,Defense,72,9000.0,21,166,69,Málaga CF,Spain
Yang Xiaotian,Defense,64,3000.0,31,178,75,Guangzhou City,China PR
D. Kownacki,Midfield,71,15000.0,24,186,75,Fortuna Düsseldorf,Poland
S. Bruzzese,GoalKeeper,67,3000.0,32,185,80,KSV Cercle Brugge,Belgium
M. Birighitti,GoalKeeper,68,1000.0,30,189,84,Central Coast Mariners,Australia
A. Mooy,Midfield,77,25000.0,30,175,68,Shanghai Port FC,Australia
B. Capon,Defense,68,5000.0,33,180,73,KV Oostende,Belgium
E. Patoulidis,Midfield,57,1000.0,19,174,64,KV Oostende,Belgium
M. Luongo,Defense,69,4000.0,28,176,76,Sheffield Wednesday,Australia
M. Friedrich,Defense,78,29000.0,25,192,81,1. FC Union Berlin,Germany
D. Cure,Midfield,65,500.0,31,181,78,Deportivo La Guaira FC,Venezuela
O. Dasa,Midfield,65,2000.0,22,171,60,FC Arouca,Israel
T. Oberdorf,Defense,59,3000.0,24,186,81,Fortuna Düsseldorf,Germany
G. Sandoval,Midfield,69,20000.0,25,170,65,Mazatlán Futbol Club,Mexico
A. Trouillet,Midfield,67,8000.0,20,175,65,AJ Auxerre,France
A. Collins,Offense,64,3000.0,24,185,74,Bristol Rovers,Wales
Hernani,Defense,75,27000.0,27,188,77,Genoa,Brazil
Barrenetxea,Offense,74,17000.0,19,175,74,Real Sociedad,Spain
J. Fuentes,Defense,68,5000.0,26,173,70,Universidad Católica,Chile
O. Diakhité,Defense,68,3000.0,27,190,84,SV Sandhausen,Senegal
R. Hatate,Midfield,69,5000.0,23,171,70,Kawasaki Frontale,Japan
Álvaro Jiménez,Midfield,70,16000.0,26,175,71,Cádiz CF,Spain
Ç. Kurukalıp,Defense,59,3000.0,19,172,70,Fenerbahçe SK,Turkey
B. Bianchi,Defense,71,9000.0,32,183,76,Club Atlético Colón,Argentina
M. Banguera,GoalKeeper,67,500.0,35,186,98,Guayaquil City FC,Ecuador
Marcelinho Moraisco,Defense,71,16000.0,33,190,84,Sport Club Corinthians Paulista,Brazil
Neris,Defense,70,12000.0,29,192,86,Al Hazem,Brazil
C. Romero,Defense,82,51000.0,23,185,79,Tottenham Hotspur,Argentina
T. Olsson,Defense,52,500.0,17,179,70,IK Sirius,Sweden
Bruno Tabata,Offense,75,12000.0,24,175,72,Sporting CP,Brazil
T. Aoyama,Defense,68,4000.0,35,174,73,Sanfrecce Hiroshima,Japan
J. Rosales,Midfield,60,1000.0,20,180,69,Minnesota United FC,Honduras
D. Stephens,Defense,73,25000.0,32,185,78,Burnley,England
L. Takács,Defense,72,600.0,24,190,84,SK Slavia Praha,Czech Republic
M. Gümüşkaya,Midfield,64,7000.0,20,177,66,Fenerbahçe SK,Turkey
S. Deana,GoalKeeper,59,2000.0,31,190,85,Servette FC,Switzerland
K. Osako,GoalKeeper,67,2000.0,21,187,86,Sanfrecce Hiroshima,Japan
A. Kofler,GoalKeeper,67,5000.0,34,194,87,RZ Pellets Wolfsberger AC,Austria
Y. Belhanda,Midfield,74,17000.0,31,179,75,Adana Demirspor,Morocco
T. Figueroa,Offense,68,2000.0,29,191,90,CD Antofagasta,Argentina
I. Mitran,Defense,58,1000.0,19,178,71,Universitatea Craiova,Romania
R. Uldriķis,Offense,62,2000.0,23,198,92,SC Cambuur,Latvia
M. McChrystal,Defense,52,500.0,37,185,86,Derry City,Northern Ireland
M. Lepe,Defense,64,1000.0,30,179,77,CD Antofagasta,Chile
C. Archer,Offense,58,6000.0,19,186,71,Aston Villa,England
H. Choudhury,Defense,73,48000.0,23,178,64,Leicester City,England
H. Mbock,Defense,65,4000.0,21,186,82,Stade Brestois 29,France
F. Rodríguez,GoalKeeper,71,6000.0,32,184,80,Fútbol Club Juárez,Mexico
A. Kargbo,Offense,65,3000.0,21,172,68,Crotone,Sierra Leone
G. Bonaventura,Midfield,78,52000.0,31,181,75,Fiorentina,Italy
Y. Herrera,Midfield,78,90000.0,23,184,77,RCD Espanyol de Barcelona,Venezuela
Kwak Kwang Sun,Defense,61,700.0,35,186,76,GwangJu FC,Korea Republic
M. Sala,Defense,67,4000.0,22,182,70,Crotone,Italy
B. Riveros,Defense,67,4000.0,23,178,70,Brøndby IF,Paraguay
J. Krasso,Offense,65,7000.0,23,187,90,AS Saint-Étienne,France
Y. Al Shahrani,Defense,75,33000.0,29,170,64,Al Hilal,Saudi Arabia
Nélson Oliveira,Offense,73,1000.0,29,185,82,PAOK,Portugal
J. Dunleavy,Defense,58,500.0,29,183,71,Finn Harps,Republic of Ireland
K. Yuruki,Midfield,66,4000.0,25,183,70,Urawa Red Diamonds,Japan
F. Delph,Defense,75,58000.0,31,174,78,Everton,England
M. Virtue,Defense,62,2000.0,24,175,66,Blackpool,England
Iñaki Recio,Defense,63,1000.0,21,178,75,Real Sociedad B,Spain
Y. Maruhashi,Defense,71,6000.0,30,178,73,Cerezo Osaka,Japan
K. Palmer,Midfield,69,14000.0,24,175,68,Bristol City,Jamaica
A. Whiteman,GoalKeeper,64,10000.0,22,189,84,Degerfors IF,England
A. Rüdiger,Defense,83,130000.0,28,190,85,Chelsea,Germany
L. Lawrie-Lattanzio,Midfield,55,1000.0,19,172,64,Melbourne Victory,Australia
A. Rosati,GoalKeeper,69,10000.0,38,195,88,Fiorentina,Italy
C. Săpunaru,Defense,68,3000.0,37,187,81,Rapid București,Romania
B. Saller,Midfield,68,5000.0,28,178,72,SSV Jahn Regensburg,Germany
C. Bishop,Offense,65,2000.0,24,183,72,Accrington Stanley,England
D. Heuer Fernandes,GoalKeeper,71,8000.0,28,188,81,Hamburger SV,Portugal
A. Baldwin,Defense,57,1000.0,24,183,70,Milton Keynes Dons,England
A. Eastham,Defense,64,5000.0,30,191,90,Salford City,England
M. Di Cesare,Defense,64,2000.0,19,186,81,Argentinos Juniors,Argentina
R. Bowman,Offense,64,3000.0,29,185,83,Shrewsbury Town,England
K. Sema,Defense,73,43000.0,27,180,69,Watford,Sweden
L. Meisl,Defense,65,2000.0,22,184,78,SV Ried,Austria
C. Ripley,GoalKeeper,62,5000.0,28,191,96,Preston North End,England
U. Bertelli,Midfield,60,700.0,17,168,62,Olympique de Marseille,France
V. Screciu,Defense,63,2000.0,21,170,70,Universitatea Craiova,Romania
T. Cardona,Defense,71,9000.0,25,185,77,Defensa y Justicia,Argentina
C. Löwe,Defense,69,8000.0,32,175,67,SG Dynamo Dresden,Germany
L. Kinsella,Defense,64,4000.0,25,175,75,Walsall,Republic of Ireland
R. Flueraş,Midfield,62,2000.0,22,180,70,UD Ibiza,Romania
K. N'Mai,Midfield,52,500.0,17,168,63,Salford City,England
T. Suzuki,Defense,65,3000.0,21,165,60,FC Lausanne-Sport,Japan
M. Guilavogui,Offense,64,2000.0,23,188,81,Paris FC,France
A. Pascanu,Defense,71,9000.0,22,187,80,SD Ponferradina,Romania
Leo Vimieiro,Defense,75,29000.0,25,168,66,São Paulo,Brazil
N. Saliba,Midfield,47,500.0,17,173,71,Club de Foot Montréal,Canada
O. Wähling,Midfield,64,1000.0,21,185,78,VfL Osnabrück,Germany
Bermejo,Midfield,68,4000.0,23,170,68,Real Zaragoza,Spain
J. Pendant,Defense,67,2000.0,24,177,64,New York Red Bulls,France
K. Yamamura,Defense,68,5000.0,31,186,80,Kawasaki Frontale,Japan
F. Novák,Defense,74,35000.0,31,184,78,Fenerbahçe SK,Czech Republic
L. Salvesen,Offense,65,2000.0,25,186,82,Strømsgodset IF,Norway
B. Enobakhare,Offense,66,6000.0,23,179,77,Coventry City,Nigeria
Shin Won Ho,Defense,58,1000.0,20,176,67,Gamba Osaka,Korea Republic
E. Ambrose,Defense,65,2000.0,32,190,70,St. Johnstone FC,Nigeria
L. Steacy,GoalKeeper,57,500.0,28,185,83,Longford Town,Republic of Ireland
N. Pennington,Defense,62,900.0,22,182,74,Wellington Phoenix,Italy
M. Zeman,Midfield,64,2000.0,32,174,64,Bruk-Bet Termalica Nieciecza,Czech Republic
R. Janicki,Defense,65,2000.0,28,191,82,Górnik Zabrze,Poland
Alex Telles,Defense,82,130000.0,28,181,71,Manchester United,Brazil
D. Hoogewerf,Midfield,60,5000.0,18,165,60,Manchester United,Netherlands
S. Power,Midfield,60,2000.0,23,178,67,Harrogate Town,Republic of Ireland
C. Clay,Defense,63,4000.0,29,180,73,Leyton Orient,England
R. Ferrario,GoalKeeper,60,1000.0,21,186,76,Club Atlético Huracán,Argentina
F. Campos,Defense,67,4000.0,27,179,79,Atlético Tucumán,Chile
G. Massey,Midfield,63,1000.0,28,173,75,Wigan Athletic,England
T. Baumgart,Midfield,66,3000.0,23,181,74,FC Erzgebirge Aue,Germany
N. Fadiga,Defense,65,2000.0,21,187,78,Heracles Almelo,Belgium
L. Sadiku,Defense,68,6000.0,29,181,72,Kasimpaşa SK,Kosovo
S. Laiton,GoalKeeper,64,900.0,21,190,85,AJ Auxerre,France
G. Coulibaly,Defense,62,800.0,35,183,79,SC Bastia,France
